table_schema,table_name,column_name,data_type,row_count,null_percent,modifiers,max_length,relation_type,referenced_table,referenced_column,mcv,mcv_frequencies,avg_column_width_bytes
bookings,routes,departure_airport,character(3),1162,0.00,FK,3,ONE_TO_MANY,airports_data,airport_code,"{FRA,SVO,BOM,DEL,BLR,LHR,ATL,CAN,TFU,YYZ,FCO,PVG,DEN,LED,ORD,HND,DFW,MUC,CDG,HGH,HYD,KMG,SZX,WUH,XIY,CKG,DME,YVR,MCO,ORY,PEK,PKX,YYC,AER,LAX,LGW,MAA,MIA,SVX,YUL,CCU,CTS,CTU,MXP,PNQ,AMD,CLT,NCE,OVB,SHA,VKO,BER,FUK,KZN,SCL,UFA,BGY,HEL,JFK,LAS,VIE,YEG,COK,YOW,AKL,GOI,KJA,KTM,LKO,OKA,PRG,ARN,CJC}","{0.029259896,0.029259896,0.025817556,0.022375215,0.020654045,0.020654045,0.01979346,0.01979346,0.01979346,0.01979346,0.018932875,0.018932875,0.018072288,0.018072288,0.018072288,0.017211704,0.016351119,0.016351119,0.015490534,0.015490534,0.015490534,0.015490534,0.015490534,0.015490534,0.015490534,0.014629948,0.014629948,0.014629948,0.013769363,0.013769363,0.013769363,0.013769363,0.013769363,0.012908778,0.012908778,0.012908778,0.012908778,0.012908778,0.012908778,0.012908778,0.012048192,0.012048192,0.012048192,0.012048192,0.012048192,0.011187607,0.011187607,0.011187607,0.011187607,0.011187607,0.011187607,0.0103270225,0.0103270225,0.0103270225,0.0103270225,0.0103270225,0.009466438,0.009466438,0.009466438,0.009466438,0.009466438,0.009466438,0.008605852,0.008605852,0.007745267,0.007745267,0.007745267,0.007745267,0.007745267,0.007745267,0.007745267,0.0068846815,0.0051635113}",4
bookings,routes,arrival_airport,character(3),1162,0.00,FK,3,ONE_TO_MANY,airports_data,airport_code,"{FRA,SVO,BOM,DEL,BLR,LHR,ATL,CAN,TFU,YYZ,FCO,PVG,DEN,LED,ORD,HND,DFW,MUC,CDG,HGH,HYD,KMG,SZX,WUH,XIY,CKG,DME,YVR,MCO,ORY,PEK,PKX,YYC,AER,LAX,LGW,MAA,MIA,SVX,YUL,CCU,CTS,CTU,MXP,PNQ,AMD,CLT,NCE,OVB,SHA,VKO,BER,FUK,KZN,SCL,UFA,BGY,HEL,JFK,LAS,VIE,YEG,COK,YOW,AKL,GOI,KJA,KTM,LKO,OKA,PRG,ARN,CJC}","{0.029259896,0.029259896,0.025817556,0.022375215,0.020654045,0.020654045,0.01979346,0.01979346,0.01979346,0.01979346,0.018932875,0.018932875,0.018072288,0.018072288,0.018072288,0.017211704,0.016351119,0.016351119,0.015490534,0.015490534,0.015490534,0.015490534,0.015490534,0.015490534,0.015490534,0.014629948,0.014629948,0.014629948,0.013769363,0.013769363,0.013769363,0.013769363,0.013769363,0.012908778,0.012908778,0.012908778,0.012908778,0.012908778,0.012908778,0.012908778,0.012048192,0.012048192,0.012048192,0.012048192,0.012048192,0.011187607,0.011187607,0.011187607,0.011187607,0.011187607,0.011187607,0.0103270225,0.0103270225,0.0103270225,0.0103270225,0.0103270225,0.009466438,0.009466438,0.009466438,0.009466438,0.009466438,0.009466438,0.008605852,0.008605852,0.007745267,0.007745267,0.007745267,0.007745267,0.007745267,0.007745267,0.007745267,0.0068846815,0.0051635113}",4
bookings,routes,airplane_code,character(3),1162,0.00,FK,3,ONE_TO_MANY,airplanes_data,airplane_code,"{77W,789,7M7,E70,CR7,351,339,32N}","{0.2151463,0.1979346,0.16523236,0.1222031,0.10154905,0.09466437,0.068846814,0.034423407}",4
bookings,routes,scheduled_time,time without time zone,1162,0.00,,-1,NULL,NULL,NULL,"{00:15:00,05:15:00,15:05:00,14:50:00,05:30:00,16:55:00,19:50:00,20:35:00,21:05:00,05:00:00,12:05:00,12:45:00,16:00:00,17:15:00,18:15:00,20:15:00,20:20:00,02:40:00,03:30:00,07:10:00,12:00:00,12:40:00,14:30:00,17:50:00,22:10:00,22:35:00,02:20:00,03:00:00,03:10:00,04:20:00,05:55:00,06:30:00,08:55:00,10:25:00,15:25:00,19:00:00,00:10:00,01:40:00,03:50:00,03:55:00,05:20:00,06:00:00,06:45:00,07:35:00,07:45:00,08:25:00,09:40:00,10:15:00,11:20:00,11:55:00,13:40:00,16:30:00,16:35:00,17:20:00,18:25:00,18:45:00,20:30:00,21:15:00,21:50:00,22:00:00,02:55:00,05:40:00,06:20:00,07:00:00,09:05:00,10:00:00,10:05:00,11:00:00,12:55:00,13:05:00,13:55:00,14:05:00,14:45:00,16:45:00,17:00:00,17:55:00,18:55:00,19:05:00,20:25:00,21:45:00,22:25:00,22:40:00,23:15:00,23:55:00,00:20:00,00:40:00,01:30:00,02:00:00,03:15:00,03:25:00,03:35:00,04:10:00,06:35:00,07:20:00,08:05:00,08:30:00,08:35:00,09:35:00,09:50:00,13:20:00}","{0.012908778,0.012908778,0.012908778,0.011187607,0.009466438,0.009466438,0.009466438,0.009466438,0.009466438,0.008605852,0.008605852,0.008605852,0.008605852,0.008605852,0.008605852,0.008605852,0.008605852,0.007745267,0.007745267,0.007745267,0.007745267,0.007745267,0.007745267,0.007745267,0.007745267,0.007745267,0.0068846815,0.0068846815,0.0068846815,0.0068846815,0.0068846815,0.0068846815,0.0068846815,0.0068846815,0.0068846815,0.0068846815,0.006024096,0.006024096,0.006024096,0.006024096,0.006024096,0.006024096,0.006024096,0.006024096,0.006024096,0.006024096,0.006024096,0.006024096,0.006024096,0.006024096,0.006024096,0.006024096,0.006024096,0.006024096,0.006024096,0.006024096,0.006024096,0.006024096,0.006024096,0.006024096,0.0051635113,0.0051635113,0.0051635113,0.0051635113,0.0051635113,0.0051635113,0.0051635113,0.0051635113,0.0051635113,0.0051635113,0.0051635113,0.0051635113,0.0051635113,0.0051635113,0.0051635113,0.0051635113,0.0051635113,0.0051635113,0.0051635113,0.0051635113,0.0051635113,0.0051635113,0.0051635113,0.0051635113,0.004302926,0.004302926,0.004302926,0.004302926,0.004302926,0.004302926,0.004302926,0.004302926,0.004302926,0.004302926,0.004302926,0.004302926,0.004302926,0.004302926,0.004302926,0.004302926}",8
bookings,routes,duration,interval,1162,0.00,,-1,NULL,NULL,NULL,"{01:05:00,01:15:00,02:05:00,01:20:00,00:50:00,01:45:00,01:40:00,02:00:00,01:55:00,02:25:00,01:00:00,00:40:00,01:35:00,01:50:00,01:30:00,00:55:00,02:15:00,02:20:00,02:30:00,02:35:00,02:50:00,01:10:00,01:25:00,02:40:00,02:55:00,03:05:00,03:20:00,03:00:00,03:10:00,03:30:00,03:50:00,04:10:00,04:25:00,00:35:00,02:10:00,03:15:00,03:55:00,04:15:00,09:25:00,09:40:00,00:45:00,02:45:00,03:25:00,03:45:00,04:00:00,04:55:00,05:05:00,05:10:00,05:35:00,06:00:00,10:05:00,11:40:00,11:50:00,04:20:00,04:30:00,04:35:00,04:40:00,04:50:00,05:00:00,07:00:00,08:25:00,08:35:00,09:00:00,09:05:00,09:30:00,11:05:00,14:50:00,15:15:00,16:45:00,03:35:00,04:45:00,05:15:00,05:20:00,05:25:00,05:30:00,05:45:00,05:55:00,06:35:00,06:45:00,07:25:00,07:30:00,08:05:00,08:40:00,08:45:00,08:50:00,08:55:00,09:10:00,09:45:00,09:50:00,10:00:00,10:10:00,10:20:00,10:25:00,10:35:00,10:45:00,10:55:00,11:10:00,11:15:00,11:30:00,12:00:00}","{0.060240965,0.04302926,0.04302926,0.04130809,0.036144577,0.036144577,0.032702237,0.032702237,0.030981068,0.030981068,0.029259896,0.025817556,0.025817556,0.025817556,0.024096385,0.022375215,0.022375215,0.022375215,0.018932875,0.015490534,0.015490534,0.013769363,0.012048192,0.0103270225,0.0103270225,0.0103270225,0.0103270225,0.008605852,0.008605852,0.008605852,0.008605852,0.008605852,0.008605852,0.0068846815,0.0068846815,0.0068846815,0.0068846815,0.0068846815,0.0068846815,0.0068846815,0.0051635113,0.0051635113,0.0051635113,0.0051635113,0.0051635113,0.0051635113,0.0051635113,0.0051635113,0.0051635113,0.0051635113,0.0051635113,0.0051635113,0.0051635113,0.0034423408,0.0034423408,0.0034423408,0.0034423408,0.0034423408,0.0034423408,0.0034423408,0.0034423408,0.0034423408,0.0034423408,0.0034423408,0.0034423408,0.0034423408,0.0034423408,0.0034423408,0.0034423408,0.0017211704,0.0017211704,0.0017211704,0.0017211704,0.0017211704,0.0017211704,0.0017211704,0.0017211704,0.0017211704,0.0017211704,0.0017211704,0.0017211704,0.0017211704,0.0017211704,0.0017211704,0.0017211704,0.0017211704,0.0017211704,0.0017211704,0.0017211704,0.0017211704,0.0017211704,0.0017211704,0.0017211704,0.0017211704,0.0017211704,0.0017211704,0.0017211704,0.0017211704,0.0017211704,0.0017211704}",16
bookings,seats,airplane_code,character(3),1741,0.00,PK FK,3,ONE_TO_ONE,airplanes_data,airplane_code,"{77W,351,339,789,32N,7M7,E70,CR7}","{0.23205055,0.18667433,0.1614015,0.14761631,0.0953475,0.091901205,0.04480184,0.04020678}",4
bookings,seats,seat_no,text,1741,0.00,PK,-1,NULL,NULL,NULL,"{1A,20A,20C,20D,21A,21C,21D,22A,22C,22D,11A,12D,20B,21B,22B,2A,7A,11D,12A,16A,16D,17A,17B,17C,17D,18A,18B,18C,18D,19A,19B,19C,19D,23A,23B,23C,23D,2D,3A,8A,8D,9A,10A,10D,11C,11F,12B,12C,13A,13C,13D,14A,14C,14D,15A,15C,15D,16B,16C,1C,1D,20E,20F,21E,21F,22E,22F,24A,24B,24C,24D,2C,30A,30C,4A,5A,7C,7D,8B,9D,10B,10C,11B,11E,12F,13B,14B,15B,16E,16F,17E,17F,18E,18F,19E,19F,1F,20J,21J,22J}","{0.0045950604,0.0045950604,0.0045950604,0.0045950604,0.0045950604,0.0045950604,0.0045950604,0.0045950604,0.0045950604,0.0045950604,0.004020678,0.004020678,0.004020678,0.004020678,0.004020678,0.004020678,0.004020678,0.0034462952,0.0034462952,0.0034462952,0.0034462952,0.0034462952,0.0034462952,0.0034462952,0.0034462952,0.0034462952,0.0034462952,0.0034462952,0.0034462952,0.0034462952,0.0034462952,0.0034462952,0.0034462952,0.0034462952,0.0034462952,0.0034462952,0.0034462952,0.0034462952,0.0034462952,0.0034462952,0.0034462952,0.0034462952,0.0028719127,0.0028719127,0.0028719127,0.0028719127,0.0028719127,0.0028719127,0.0028719127,0.0028719127,0.0028719127,0.0028719127,0.0028719127,0.0028719127,0.0028719127,0.0028719127,0.0028719127,0.0028719127,0.0028719127,0.0028719127,0.0028719127,0.0028719127,0.0028719127,0.0028719127,0.0028719127,0.0028719127,0.0028719127,0.0028719127,0.0028719127,0.0028719127,0.0028719127,0.0028719127,0.0028719127,0.0028719127,0.0028719127,0.0028719127,0.0028719127,0.0028719127,0.0028719127,0.0028719127,0.0022975302,0.0022975302,0.0022975302,0.0022975302,0.0022975302,0.0022975302,0.0022975302,0.0022975302,0.0022975302,0.0022975302,0.0022975302,0.0022975302,0.0022975302,0.0022975302,0.0022975302,0.0022975302,0.0022975302,0.0022975302,0.0022975302,0.0022975302}",3
bookings,seats,fare_conditions,text,1741,0.00,,-1,NULL,NULL,NULL,"{Economy,Business,Comfort}","{0.8184951,0.118897185,0.0626077}",8
bookings,segments,ticket_no,text,3941249,0.00,PK FK,-1,ONE_TO_ONE,tickets,ticket_no,NULL,NULL,14
bookings,segments,flight_id,integer,3941249,0.00,PK FK,-1,ONE_TO_ONE,flights,flight_id,"{6256,6787,12252,12777,13130,13510,316,1954,3232,3733,4631,7569,9369,11280,13012,16349,16877,424,1452,1549,1586,1687,1877,1976,2058,2239,2451,2596,2841,3098,3842,4115,5759,5822,6057,6589,6639,6920,7697,8093,9652,9681,10270,10997,11279,11743,12276,12894,13264,14192,14663,16524,16701,16915,17721,17765,18294,20948}","{0.00036666667,0.00033333333,0.00033333333,0.00033333333,0.00033333333,0.00033333333,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.00026666667,0.00026666667,0.00026666667,0.00026666667,0.00026666667,0.00026666667,0.00026666667,0.00026666667,0.00026666667,0.00026666667,0.00026666667,0.00026666667,0.00026666667,0.00026666667,0.00026666667,0.00026666667,0.00026666667,0.00026666667,0.00026666667,0.00026666667,0.00026666667,0.00026666667,0.00026666667,0.00026666667,0.00026666667,0.00026666667,0.00026666667,0.00026666667,0.00026666667,0.00026666667,0.00026666667,0.00026666667,0.00026666667,0.00026666667,0.00026666667,0.00026666667,0.00026666667,0.00026666667,0.00026666667,0.00026666667,0.00026666667}",4
bookings,segments,fare_conditions,text,3941249,0.00,,-1,NULL,NULL,NULL,"{Economy,Business,Comfort}","{0.8171667,0.1073,0.07553333}",8
bookings,segments,price,"numeric(10,2)",3941249,0.00,,-1,NULL,NULL,NULL,"{3250.00,3750.00,4000.00,2500.00,5000.00,2000.00,5250.00,3000.00,6250.00,6000.00,5750.00,2750.00,4750.00,5500.00,7250.00,4500.00,1750.00,7500.00,7000.00,8000.00,6500.00,2250.00,6750.00,7750.00,8500.00,10000.00,9000.00,4225.00,12000.00,12500.00,3500.00,10500.00,11500.00,4250.00,5200.00,4875.00,9500.00,2600.00,8750.00,9250.00,3575.00,15500.00,7475.00,3900.00,14500.00,6825.00,11000.00,12750.00,14000.00,14750.00,2275.00,8125.00,11750.00,7150.00,7800.00,9425.00,13000.00,11250.00,5850.00,13250.00,13500.00,15000.00,16000.00,16750.00,18000.00,8250.00,35500.00,2925.00,17000.00,14250.00,9750.00,28250.00,35000.00,6175.00,13750.00,9100.00,10250.00,10400.00,39250.00,15250.00,21000.00,30250.00,10075.00,8775.00,16500.00,17500.00,18500.00,25500.00,29000.00,5525.00,40500.00,26500.00,44500.00,29250.00,29500.00,41000.00,20000.00,22500.00,25750.00,27000.00}","{0.08076666,0.057666667,0.056833334,0.0535,0.0449,0.044633333,0.0404,0.036266666,0.0357,0.033033334,0.0323,0.029666666,0.029633334,0.028766667,0.0255,0.024933333,0.019233333,0.0176,0.014766667,0.0142,0.013733333,0.013066667,0.012066667,0.010366667,0.0102,0.009866667,0.009733333,0.0092,0.008433334,0.008166667,0.0081,0.008033333,0.0064666667,0.0060666665,0.0057333335,0.005566667,0.0055,0.005266667,0.0046666665,0.0045,0.0041,0.0035666667,0.0034333332,0.0032,0.0031666667,0.0030666667,0.003,0.003,0.0028666668,0.0028333333,0.0026,0.0025333334,0.0025,0.0022333334,0.0021666666,0.0021666666,0.0020666667,0.002,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0018666667,0.0018,0.0017666667,0.0017,0.0016,0.0015666666,0.0013333333,0.0013333333,0.0013,0.0013,0.0011333333,0.00093333336,0.00093333336,0.00093333336,0.0009,0.0009,0.0009,0.00086666667,0.0008,0.00076666666,0.00073333335,0.00073333335,0.0007,0.0007,0.00066666666,0.00063333334,0.0006,0.0006,0.00056666665,0.00053333334,0.00053333334,0.00046666668,0.00046666668,0.00046666668,0.00046666668}",5
bookings,tickets,ticket_no,text,2973937,0.00,PK,-1,NULL,NULL,NULL,NULL,NULL,14
bookings,tickets,book_ref,character(6),2973937,0.00,FK UNIQUE,6,ONE_TO_ONE,bookings,book_ref,NULL,NULL,7
bookings,tickets,passenger_id,text,2973937,0.00,UNIQUE,-1,NULL,NULL,NULL,NULL,NULL,17
bookings,tickets,passenger_name,text,2973937,0.00,,-1,NULL,NULL,NULL,"{""Yan Zhang"",""Wei Wang"",""Wei Li"",""Yan Li"",""Ying Zhang"",""Li Liu"",""Yan Liu"",""Hui Zhang"",""Li Wang"",""Ping Zhang"",""Wei Zhang"",""Yan Wang"",""Ying Wang"",""Ling Li"",""Li Zhang"",""Ying Li"",""Hui Wang"",""Jian Zhang"",""Jun Zhang"",""Wei Liu"",""Yong Liu"",""Yong Wang"",""Anita Devi"",""Bin Zhang"",""Li Chen"",""Ram Kumar"",""Ram Singh"",""Wei Yang"",""Yan Chen"",""Ying Liu"",""Ying Xu"",""Arjun Kumar"",""Arjun Singh"",""Chunlei Li"",""Chun Wang"",""Fang Zhang"",""Hong Li"",""Hong Zhang"",""Jian Li"",""Jie Li"",""Jun Wang"",""Lei Chen"",""Lei Wang"",""Ling Chen"",""Michael Smith"",""Min Wang"",""Wei Chen"",""Yan Wu"",""Ying Huang"",""Yong Li"",""Aarav Kumar"",""Arun Patel"",""Bin Liu"",""Bin Wang"",""Dhruv Patel"",""Fang Wang"",""Haiyan Chen"",""Hong Wang"",""Hui Li"",""Lei Li"",""Ling Liu"",""Ling Wang"",""Lin Wang"",""Manju Devi"",""Manoj Singh"",""Min Zhang"",""Ning Zhang"",""Ping Chen"",""Ping Xu"",""Qiang Zhang"",""Sunita Devi"",""Xiang Zhang"",""Xiaoyan Wang"",""Xiaoying Li"",""Xin Chen"",""Xin Liu"",""Xin Zhang"",""Ying Chen"",""Yue Li"",""Yu Li""}","{0.00056666665,0.0005,0.00043333333,0.00043333333,0.00043333333,0.0004,0.0004,0.00036666667,0.00036666667,0.00036666667,0.00036666667,0.00036666667,0.00036666667,0.00033333333,0.00033333333,0.00033333333,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.00026666667,0.00026666667,0.00026666667,0.00026666667,0.00026666667,0.00026666667,0.00026666667,0.00026666667,0.00026666667,0.00023333334,0.00023333334,0.00023333334,0.00023333334,0.00023333334,0.00023333334,0.00023333334,0.00023333334,0.00023333334,0.00023333334,0.00023333334,0.00023333334,0.00023333334,0.00023333334,0.00023333334,0.00023333334,0.00023333334,0.00023333334,0.00023333334,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002}",13
bookings,tickets,outbound,boolean,2973937,0.00,UNIQUE,-1,NULL,NULL,NULL,"{t,f}","{0.6030333,0.39696667}",1
